2.33490e+00;2.23997e+00
1.30118e+00;1.22732e+00
-3.03230e-01;-7.44368e-01
7.20938e-01;6.56306e-01
-1.90678e+00;-1.90111e+00
-7.07593e-01;-7.99889e-01
7.62415e-01;2.94589e-01
5.24058e-01;9.17803e-01
5.24609e-01;1.32356e-01
4.31443e-01;7.25012e-01
-1.06514e+00;-1.31357e+00
-1.15727e+00;-1.09828e+00
5.26864e-01;-4.31246e-02
1.76444e+00;1.69349e+00
-4.92280e-01;-4.80760e-01
1.54940e+00;1.57387e+00
3.00786e+00;3.15586e+00
-2.62930e+00;-2.80022e+00
-7.55302e-01;-1.26767e+00
-3.72235e-01;3.91446e-01
1.04913e+00;8.03436e-01
1.54047e+00;1.75158e+00
5.94183e-01;4.51077e-01
8.31899e-01;1.12480e+00
-1.09889e+00;-1.18811e+00
-8.69416e-02;-4.83740e-01
-8.36606e-01;-6.82327e-01
4.54993e-01;2.15653e-01
-1.76110e-01;-7.65434e-01
8.31436e-01;1.50126e-01
2.21695e-01;5.98997e-01
-1.11237e-01;2.55184e-01
-3.88904e-01;-1.39518e-01
1.09691e+00;1.40742e+00
7.38723e-01;8.01603e-01
1.24089e-01;3.26585e-01
1.90737e-01;4.48560e-02
8.24411e-01;8.42121e-01
8.03714e-01;3.08977e-01
1.89786e-01;5.58355e-01
4.57734e-01;5.45422e-01
-1.56151e-01;-1.51808e-01
1.91194e-01;4.79073e-01
1.38872e-01;1.94442e-01
-6.84654e-01;-7.75078e-01
1.07953e+00;7.77428e-01
4.10223e-01;2.19626e-01
-5.61002e-02;-5.81344e-02
-5.80291e-02;-3.90778e-01
-4.44672e-01;-5.36146e-01
-7.72549e-01;-6.80563e-01
3.06035e-01;1.26404e-01
-1.86620e+00;-1.79576e+00
-1.52021e+00;-1.93317e+00
-1.18868e-01;-1.38135e-01
3.65185e-01;5.73965e-01
-2.04655e+00;-1.80999e+00
-2.45017e-01;-6.77392e-01
-1.64589e+00;-1.34225e+00
3.11633e-01;3.34031e-01
-6.31420e-01;-6.42744e-01
3.95904e-02;5.89042e-01
-1.96518e-01;1.64122e-01
-7.38532e-01;-5.62432e-01
1.86795e+00;1.31267e+00
-8.89989e-01;-1.09804e+00
2.25985e-01;3.40975e-01
-7.36480e-01;-3.82571e-01
1.53338e-01;-5.01378e-01
4.98974e-01;7.55477e-01
-1.78509e+00;-1.64035e+00
-1.61453e+00;-1.51006e+00
-2.32210e+00;-2.18859e+00
-4.28087e-01;-4.93283e-01
