1.15647e-01;4.36950e-01
9.18979e-01;1.05064e-01
2.76014e-01;3.85931e-01
1.91324e-01;3.68171e-01
1.23948e-02;6.84578e-01
5.24067e-01;7.22479e-02
6.35733e-01;6.76163e-01
4.60506e-01;9.02070e-01
1.60847e-01;6.85836e-01
2.05610e-01;1.63056e-01
7.38623e-01;3.79179e-01
1.93337e-01;4.47753e-02
7.85530e-01;3.37432e-01
5.31529e-01;3.54955e-02
2.23983e-01;2.79539e-02
1.41686e-01;9.77557e-02
6.82892e-02;4.26284e-01
4.24316e-01;7.44074e-01
9.75392e-01;3.41899e-01
7.05953e-01;1.88640e-01
1.80350e-01;1.94011e-01
6.76938e-01;4.29608e-01
8.36897e-01;1.93899e-01
7.41379e-01;2.41616e-01
5.37351e-01;6.40483e-01
2.47056e-01;3.14987e-01
7.47999e-01;5.50144e-01
6.84709e-01;5.36290e-01
6.11822e-01;4.17807e-01
1.94612e-01;4.38939e-01
1.47040e-02;6.52250e-01
3.69629e-01;3.22313e-01
2.47583e-01;2.63430e-01
2.87251e-01;6.91406e-01
8.66212e-02;8.85906e-02
1.76148e-01;4.47663e-02
6.79186e-01;7.70284e-01
4.13604e-01;7.13861e-01
1.79775e-01;6.24094e-01
6.50440e-01;6.59284e-01
6.04985e-01;1.44909e-01
3.76319e-01;6.57654e-01
2.54250e-01;3.04116e-01
4.64380e-01;1.27993e-01
4.49284e-01;5.71759e-01
5.67099e-01;1.09868e-03
3.28414e-01;1.21454e-01
9.05596e-01;8.91346e-01
7.83716e-02;1.21256e-01
8.03605e-01;6.53679e-01
9.14944e-01;2.23138e-01
7.14782e-01;8.83958e-01
2.12765e-01;8.13128e-01
4.62667e-01;6.01913e-01
2.55411e-01;8.25218e-02
6.31865e-01;3.69909e-01
2.73889e-01;5.92390e-01
5.15590e-01;4.84389e-03
5.03905e-01;7.67694e-02
4.89900e-01;1.25259e-01
4.11109e-01;4.16893e-02
8.71701e-01;1.20451e-01
7.09600e-01;3.52995e-01
2.90256e-01;2.69775e-01
6.24633e-01;8.87091e-01
7.50907e-01;4.53212e-01
8.59881e-01;7.21403e-01
3.12797e-01;8.51104e-01
2.36739e-01;3.40717e-02
9.67712e-01;8.66071e-01
4.86009e-01;3.11581e-02
1.21324e-01;7.63876e-01
3.65901e-01;3.23160e-01
5.63021e-01;9.31263e-01
1.37016e-02;3.84464e-01
8.14193e-01;1.23123e-01
4.29904e-01;8.40591e-01
2.92192e-01;7.83351e-01
2.20455e-01;7.22514e-02
8.99806e-01;8.24787e-01
5.30135e-01;6.68995e-01
4.60321e-01;3.95097e-01
5.03897e-01;5.30230e-01
3.56087e-01;5.58387e-01
7.74480e-01;7.62855e-01
2.61299e-02;2.57402e-01
1.77860e-01;1.88751e-02
9.96431e-01;4.37526e-02
7.79532e-02;2.95587e-01
9.10205e-01;8.66090e-01
9.46304e-01;7.54798e-01
8.05198e-01;8.66506e-01
8.74664e-01;9.70978e-01
3.48626e-01;7.08578e-01
8.65614e-01;9.64087e-02
7.03256e-01;3.35187e-01
6.27345e-01;7.60625e-01
1.22158e-01;9.21448e-01
3.40707e-01;6.55012e-01
